,X,Y,Bed
5,-297500.0,-1800000.0,58.754973293344285
15,-292500.0,-1800000.0,242.414734407699
25,-287500.0,-1800000.0,358.3171341134039
35,-282500.0,-1800000.0,129.9558585605893
45,-277500.0,-1800000.0,261.1748538438642
55,-272500.0,-1800000.0,180.12352134358068
65,-267500.0,-1800000.0,327.879624850758
75,-262500.0,-1800000.0,299.91623343091527
85,-257500.0,-1800000.0,325.3850148258843
95,-252500.0,-1800000.0,316.89566945445614
105,-247500.0,-1800000.0,285.11570854217484
115,-242500.0,-1800000.0,226.59873374894767
125,-237500.0,-1800000.0,460.0962989548815
135,-232500.0,-1800000.0,369.18415530913165
145,-227500.0,-1800000.0,346.5232214726577
155,-222500.0,-1800000.0,420.8247428409615
165,-217500.0,-1800000.0,372.3216115457848
175,-212500.0,-1800000.0,322.0227341294501
185,-207500.0,-1800000.0,232.7496199952116
195,-202500.0,-1800000.0,397.8155514783896
205,-197500.0,-1800000.0,254.0514690468786
215,-192500.0,-1800000.0,381.8384301471922
225,-187500.0,-1800000.0,382.9117757337864
235,-182500.0,-1800000.0,338.8756900446701
245,-177500.0,-1800000.0,321.3336052564918
255,-172500.0,-1800000.0,442.63568388321227
265,-167500.0,-1800000.0,408.9210511409616
275,-162500.0,-1800000.0,342.97677453189914
285,-157500.0,-1800000.0,216.192874926962
295,-152500.0,-1800000.0,297.24858747659937
306,-297000.0,-1799500.0,238.46732238390717
316,-292000.0,-1799500.0,317.7140218510379
326,-287000.0,-1799500.0,248.1333127650358
336,-282000.0,-1799500.0,269.1265982198356
346,-277000.0,-1799500.0,48.84437440275052
356,-272000.0,-1799500.0,43.59998544259047
366,-267000.0,-1799500.0,168.46377699331353
376,-262000.0,-1799500.0,302.2540268137597
386,-257000.0,-1799500.0,279.00929236311185
396,-252000.0,-1799500.0,309.288815894795
406,-247000.0,-1799500.0,348.85009779256563
416,-242000.0,-1799500.0,264.3108148909172
426,-237000.0,-1799500.0,450.3829801685888
436,-232000.0,-1799500.0,287.0482677124758
446,-227000.0,-1799500.0,397.8945515177397
456,-222000.0,-1799500.0,377.2777948735956
466,-217000.0,-1799500.0,392.5918511385351
476,-212000.0,-1799500.0,348.8239122772075
486,-207000.0,-1799500.0,266.3662913088245
496,-202000.0,-1799500.0,328.0331600134756
506,-197000.0,-1799500.0,232.79746996202783
516,-192000.0,-1799500.0,466.7773749787418
526,-187000.0,-1799500.0,370.8820530112203
536,-182000.0,-1799500.0,373.3856581364054
546,-177000.0,-1799500.0,367.4044997547143
556,-172000.0,-1799500.0,404.1329922207005
566,-167000.0,-1799500.0,334.6633917903173
576,-162000.0,-1799500.0,288.5657881260525
586,-157000.0,-1799500.0,354.8906773011161
596,-152000.0,-1799500.0,376.13208718487954
607,-296500.0,-1799000.0,86.11949584553349
617,-291500.0,-1799000.0,210.52758291028383
627,-286500.0,-1799000.0,376.7078738601159
637,-281500.0,-1799000.0,307.79395987418627
647,-276500.0,-1799000.0,94.07915940762298
657,-271500.0,-1799000.0,160.26717069768026
667,-266500.0,-1799000.0,194.92962770327645
677,-261500.0,-1799000.0,255.8043348664792
687,-256500.0,-1799000.0,246.48994445538523
697,-251500.0,-1799000.0,260.1553942429548
707,-246500.0,-1799000.0,249.2101998224085
717,-241500.0,-1799000.0,284.1210899360813
727,-236500.0,-1799000.0,394.9555926596505
737,-231500.0,-1799000.0,381.9203790304537
747,-226500.0,-1799000.0,431.5132204625641
757,-221500.0,-1799000.0,430.4076492666646
767,-216500.0,-1799000.0,410.2536200851081
777,-211500.0,-1799000.0,441.7251662996982
787,-206500.0,-1799000.0,334.5415308363388
797,-201500.0,-1799000.0,265.7986260729907
807,-196500.0,-1799000.0,467.1038072889396
817,-191500.0,-1799000.0,467.3436757377024
827,-186500.0,-1799000.0,418.0912918579359
837,-181500.0,-1799000.0,358.7566058451948
847,-176500.0,-1799000.0,369.509126678669
857,-171500.0,-1799000.0,368.3675787155954
867,-166500.0,-1799000.0,382.7697526119148
877,-161500.0,-1799000.0,264.2491534815079
887,-156500.0,-1799000.0,291.8678014822454
897,-151500.0,-1799000.0,333.8524022798823
908,-296000.0,-1798500.0,-257.9164603045477
918,-291000.0,-1798500.0,252.59617904654004
928,-286000.0,-1798500.0,380.8385132069615
938,-281000.0,-1798500.0,308.50758238295754
948,-276000.0,-1798500.0,99.7465196115151
958,-271000.0,-1798500.0,313.85981000274097
968,-266000.0,-1798500.0,-10.497294337905284
978,-261000.0,-1798500.0,171.358327696725
988,-256000.0,-1798500.0,216.7332711711907
998,-251000.0,-1798500.0,266.4681803339912
1008,-246000.0,-1798500.0,285.46676905318327
1018,-241000.0,-1798500.0,312.57038914021115
1028,-236000.0,-1798500.0,415.5218103500432
1038,-231000.0,-1798500.0,216.7390443972282
1048,-226000.0,-1798500.0,407.4915797582354
1058,-221000.0,-1798500.0,487.4399069290078
1068,-216000.0,-1798500.0,307.0930428693266
1078,-211000.0,-1798500.0,411.9546949929418
1088,-206000.0,-1798500.0,428.1884799672949
1098,-201000.0,-1798500.0,269.1031525522304
1108,-196000.0,-1798500.0,446.362089980344
1118,-191000.0,-1798500.0,387.8875579481017
1128,-186000.0,-1798500.0,315.80247079953654
1138,-181000.0,-1798500.0,378.5951942684675
1148,-176000.0,-1798500.0,295.34654663338216
1158,-171000.0,-1798500.0,365.8279781699406
1168,-166000.0,-1798500.0,296.00778487111137
1178,-161000.0,-1798500.0,230.90013527815444
1188,-156000.0,-1798500.0,370.9783946271525
1198,-151000.0,-1798500.0,330.0153943645248
1209,-295500.0,-1798000.0,40.73765496927784
1219,-290500.0,-1798000.0,321.81348623873043
1229,-285500.0,-1798000.0,333.85772776542746
1239,-280500.0,-1798000.0,156.03588542118987
1249,-275500.0,-1798000.0,48.77089386750953
1259,-270500.0,-1798000.0,324.0757386532786
1269,-265500.0,-1798000.0,44.375418644811774
1279,-260500.0,-1798000.0,242.02515452908943
1289,-255500.0,-1798000.0,274.9799630219726
1299,-250500.0,-1798000.0,405.49732226630834
1309,-245500.0,-1798000.0,309.5283572239756
1319,-240500.0,-1798000.0,294.1040720300606
1329,-235500.0,-1798000.0,427.4022606082191
1339,-230500.0,-1798000.0,419.5630425943068
1349,-225500.0,-1798000.0,319.7740256811078
1359,-220500.0,-1798000.0,490.2427122440084
1369,-215500.0,-1798000.0,352.70515165470107
1379,-210500.0,-1798000.0,303.20878203739727
1389,-205500.0,-1798000.0,360.51178703941713
1399,-200500.0,-1798000.0,138.23218938521498
1409,-195500.0,-1798000.0,391.106603249246
1419,-190500.0,-1798000.0,391.9767913307783
1429,-185500.0,-1798000.0,306.0128346277269
1439,-180500.0,-1798000.0,172.7151043404751
1449,-175500.0,-1798000.0,207.4414857020815
1459,-170500.0,-1798000.0,239.8099285467453
1469,-165500.0,-1798000.0,312.3217177256254
1479,-160500.0,-1798000.0,308.8113875934498
1489,-155500.0,-1798000.0,336.62511242889474
1499,-150500.0,-1798000.0,328.6248577285206
1500,-300000.0,-1797500.0,337.3736489666594
1510,-295000.0,-1797500.0,187.8129238501809
1520,-290000.0,-1797500.0,227.43641127097328
1530,-285000.0,-1797500.0,369.9639127897396
1540,-280000.0,-1797500.0,23.982324168679547
1550,-275000.0,-1797500.0,308.9555239084634
1560,-270000.0,-1797500.0,162.5856894925083
1570,-265000.0,-1797500.0,-70.78385970261769
1580,-260000.0,-1797500.0,367.1911326258919
1590,-255000.0,-1797500.0,281.94532432457294
1600,-250000.0,-1797500.0,380.957284066348
1610,-245000.0,-1797500.0,286.90143869933337
1620,-240000.0,-1797500.0,325.45713998051355
1630,-235000.0,-1797500.0,390.97169878213776
1640,-230000.0,-1797500.0,333.96480751186544
1650,-225000.0,-1797500.0,421.87651163126674
1660,-220000.0,-1797500.0,324.1012727811212
1670,-215000.0,-1797500.0,331.0674178082531
1680,-210000.0,-1797500.0,319.08733816902054
1690,-205000.0,-1797500.0,441.7642291651754
1700,-200000.0,-1797500.0,163.40342122071957
1710,-195000.0,-1797500.0,427.2160486699619
1720,-190000.0,-1797500.0,332.54829404584666
1730,-185000.0,-1797500.0,416.7193048180306
1740,-180000.0,-1797500.0,143.14437370986627
1750,-175000.0,-1797500.0,229.60570371960415
1760,-170000.0,-1797500.0,217.2896745207936
1770,-165000.0,-1797500.0,407.8192971126162
1780,-160000.0,-1797500.0,329.1843629689365
1790,-155000.0,-1797500.0,341.2980482788256
1801,-299500.0,-1797000.0,278.2667674585087
1811,-294500.0,-1797000.0,254.2120032720298
1821,-289500.0,-1797000.0,244.41723594901683
1831,-284500.0,-1797000.0,225.64155849119413
1841,-279500.0,-1797000.0,116.92942715785848
1851,-274500.0,-1797000.0,388.8050468209012
1861,-269500.0,-1797000.0,171.71912228817882
1871,-264500.0,-1797000.0,27.35844470356409
1881,-259500.0,-1797000.0,249.18498647130264
1891,-254500.0,-1797000.0,124.981339173519
1901,-249500.0,-1797000.0,305.419869066966
1911,-244500.0,-1797000.0,348.5693071184544
1921,-239500.0,-1797000.0,416.0644361409291
1931,-234500.0,-1797000.0,235.6689473533569
1941,-229500.0,-1797000.0,273.67428810368125
1951,-224500.0,-1797000.0,369.752516913076
1961,-219500.0,-1797000.0,387.7449047899816
1971,-214500.0,-1797000.0,321.21815046667405
1981,-209500.0,-1797000.0,408.5207459916097
1991,-204500.0,-1797000.0,377.0346936236272
2001,-199500.0,-1797000.0,299.8602357935172
2011,-194500.0,-1797000.0,412.4905410857832
2021,-189500.0,-1797000.0,322.7817672038054
2031,-184500.0,-1797000.0,226.01717645264443
2041,-179500.0,-1797000.0,347.68054116815847
2051,-174500.0,-1797000.0,281.88750101329015
2061,-169500.0,-1797000.0,133.87016155405394
2071,-164500.0,-1797000.0,347.8396842447512
2081,-159500.0,-1797000.0,300.7439782101092
2091,-154500.0,-1797000.0,215.24364386909332
2102,-299000.0,-1796500.0,248.43318563219648
2112,-294000.0,-1796500.0,221.85638537467796
2122,-289000.0,-1796500.0,240.24287493309583
2132,-284000.0,-1796500.0,111.99932584144072
2142,-279000.0,-1796500.0,118.71699747538118
2152,-274000.0,-1796500.0,365.6918130483644
2162,-269000.0,-1796500.0,169.19983669627354
2172,-264000.0,-1796500.0,101.47395884104948
2182,-259000.0,-1796500.0,138.94682630673174
2192,-254000.0,-1796500.0,292.2131681340084
2202,-249000.0,-1796500.0,330.4801118679848
2212,-244000.0,-1796500.0,393.5785770657316
2222,-239000.0,-1796500.0,423.6356028663616
2232,-234000.0,-1796500.0,327.35571150851644
2242,-229000.0,-1796500.0,390.2011018305947
2252,-224000.0,-1796500.0,357.92390216987855
2262,-219000.0,-1796500.0,252.9624793534753
2272,-214000.0,-1796500.0,260.6662654772093
2282,-209000.0,-1796500.0,335.9751324780589
2292,-204000.0,-1796500.0,251.20353946532555
2302,-199000.0,-1796500.0,412.5291249629808
2312,-194000.0,-1796500.0,128.1454395303032
2322,-189000.0,-1796500.0,360.3071311384829
2332,-184000.0,-1796500.0,246.10133621882545
2342,-179000.0,-1796500.0,352.52786145661
2352,-174000.0,-1796500.0,389.3340831633619
2362,-169000.0,-1796500.0,270.5768694794456
2372,-164000.0,-1796500.0,293.4389313467796
2382,-159000.0,-1796500.0,344.6898192428064
2392,-154000.0,-1796500.0,143.23756706162507
2403,-298500.0,-1796000.0,63.86082249682283
2413,-293500.0,-1796000.0,230.56720977717785
2423,-288500.0,-1796000.0,296.81787382063783
2433,-283500.0,-1796000.0,70.7049363269311
2443,-278500.0,-1796000.0,185.54394230208112
2453,-273500.0,-1796000.0,142.35209820019026
2463,-268500.0,-1796000.0,191.71958634781828
2473,-263500.0,-1796000.0,357.2399870619782
2483,-258500.0,-1796000.0,162.59591859528467
2493,-253500.0,-1796000.0,413.2417874379201
2503,-248500.0,-1796000.0,363.9723612089073
2513,-243500.0,-1796000.0,401.038450398433
2523,-238500.0,-1796000.0,412.4317091439083
2533,-233500.0,-1796000.0,285.30159568542103
2543,-228500.0,-1796000.0,371.38365936517806
2553,-223500.0,-1796000.0,234.50245797102085
2563,-218500.0,-1796000.0,42.55367244746629
2573,-213500.0,-1796000.0,308.57573194319457
2583,-208500.0,-1796000.0,326.0641428359394
2593,-203500.0,-1796000.0,382.07919192327546
