,x,y,bedrock_altitude (m)
1886,-1576999.8,-245499.72,-1238.0060913908112
1896,-1571999.8,-245499.72,-1184.0458894292833
1906,-1566999.8,-245499.72,-1203.1949872391892
1916,-1561999.8,-245499.72,-694.0525382854488
1926,-1556999.8,-245499.72,-998.8722285521476
1936,-1551999.8,-245499.72,-996.461991574175
1946,-1546999.8,-245499.72,-1049.1528392775544
1956,-1541999.8,-245499.72,-989.7631754739162
1966,-1536999.8,-245499.72,-1020.4943782728016
1976,-1531999.8,-245499.72,-684.4006926440417
1986,-1526999.8,-245499.72,-396.9087623795784
1996,-1521999.8,-245499.72,-608.6411104606309
2005,-1617499.8,-244999.72,22.145949264355085
2015,-1612499.8,-244999.72,-259.3001356328483
2025,-1607499.8,-244999.72,-360.82009980151554
2035,-1602499.8,-244999.72,-270.23448268815787
2045,-1597499.8,-244999.72,-850.1196686273254
2055,-1592499.8,-244999.72,-1118.6565343837046
2065,-1587499.8,-244999.72,-1192.345245870447
2075,-1582499.8,-244999.72,-1305.392749109627
2085,-1577499.8,-244999.72,-1220.8296092132
2095,-1572499.8,-244999.72,-1155.6887282856846
2105,-1567499.8,-244999.72,-1232.9311069423784
2115,-1562499.8,-244999.72,-914.7596197492912
2125,-1557499.8,-244999.72,-963.5470709405884
2135,-1552499.8,-244999.72,-960.0184897669176
2145,-1547499.8,-244999.72,-1129.1143518630272
2155,-1542499.8,-244999.72,-1066.8667017431517
2165,-1537499.8,-244999.72,-942.7934387984564
2175,-1532499.8,-244999.72,-756.6103087019774
2185,-1527499.8,-244999.72,-520.7242579687786
2195,-1522499.8,-244999.72,-662.1151779305877
2204,-1617999.8,-244499.72,57.15269659336969
2214,-1612999.8,-244499.72,-235.75245479884293
2224,-1607999.8,-244499.72,-282.3660323938604
2234,-1602999.8,-244499.72,-462.4124568252198
2244,-1597999.8,-244499.72,-600.7003497579097
2254,-1592999.8,-244499.72,-975.8425395599648
2264,-1587999.8,-244499.72,-1087.2562948382956
2274,-1582999.8,-244499.72,-1239.7299805159644
2284,-1577999.8,-244499.72,-1245.953731729376
2294,-1572999.8,-244499.72,-1124.6554957634846
2304,-1567999.8,-244499.72,-1215.9597062921414
2314,-1562999.8,-244499.72,-1214.0824512334957
2324,-1557999.8,-244499.72,-877.2050760974116
2334,-1552999.8,-244499.72,-1025.8871978185064
2344,-1547999.8,-244499.72,-1124.1315778350097
2354,-1542999.8,-244499.72,-1092.5476013097905
2364,-1537999.8,-244499.72,-988.3141488021672
2374,-1532999.8,-244499.72,-706.1740604841216
2384,-1527999.8,-244499.72,-475.4343597599017
2394,-1522999.8,-244499.72,-617.4189324013062
2403,-1618499.8,-243999.72,85.29031970306931
2413,-1613499.8,-243999.72,10.1643026172288
2423,-1608499.8,-243999.72,-303.02183621783354
2433,-1603499.8,-243999.72,-437.0223663979374
2443,-1598499.8,-243999.72,-608.1458417665483
2453,-1593499.8,-243999.72,-819.9120338218823
2463,-1588499.8,-243999.72,-1198.7167737299328
2473,-1583499.8,-243999.72,-1217.98806907506
2483,-1578499.8,-243999.72,-1253.4993918715136
2493,-1573499.8,-243999.72,-1192.3952976482892
2503,-1568499.8,-243999.72,-1262.0669988201898
2513,-1563499.8,-243999.72,-1237.488769347358
2523,-1558499.8,-243999.72,-868.9448587353979
2533,-1553499.8,-243999.72,-960.885366422233
2543,-1548499.8,-243999.72,-1105.4100474160234
2553,-1543499.8,-243999.72,-1108.3581553373022
2563,-1538499.8,-243999.72,-914.8777761535506
2573,-1533499.8,-243999.72,-763.6862767727368
2583,-1528499.8,-243999.72,-618.9587418462039
2593,-1523499.8,-243999.72,-666.486726032394
2602,-1618999.8,-243499.72,165.89700308825195
2612,-1613999.8,-243499.72,24.72181291177723
2622,-1608999.8,-243499.72,-438.2215019873337
2632,-1603999.8,-243499.72,-408.8519026844414
2642,-1598999.8,-243499.72,-606.583996737304
2652,-1593999.8,-243499.72,-871.1590016529143
2662,-1588999.8,-243499.72,-1174.217787070615
2672,-1583999.8,-243499.72,-1109.2382707636743
2682,-1578999.8,-243499.72,-1294.9466488478074
2692,-1573999.8,-243499.72,-1223.7582127162673
2702,-1568999.8,-243499.72,-1265.1722390664393
2712,-1563999.8,-243499.72,-1267.583875865704
2722,-1558999.8,-243499.72,-896.2683927037268
2732,-1553999.8,-243499.72,-1057.7137721189467
2742,-1548999.8,-243499.72,-1025.9875444208474
2752,-1543999.8,-243499.72,-1115.2722154534615
2762,-1538999.8,-243499.72,-825.1710955313998
2772,-1533999.8,-243499.72,-843.8644357605916
2782,-1528999.8,-243499.72,-572.8061751588106
2792,-1523999.8,-243499.72,-526.5107596931098
2801,-1619499.8,-242999.72,284.2124085444898
2811,-1614499.8,-242999.72,23.85760880871093
2821,-1609499.8,-242999.72,-292.563751793288
2831,-1604499.8,-242999.72,-474.4529406137268
2841,-1599499.8,-242999.72,-486.503456042621
2851,-1594499.8,-242999.72,-922.202094908936
2861,-1589499.8,-242999.72,-1047.3527108752885
2871,-1584499.8,-242999.72,-1260.2537525906523
2881,-1579499.8,-242999.72,-1335.0936625259617
2891,-1574499.8,-242999.72,-1281.6960806444888
2901,-1569499.8,-242999.72,-1241.281124851927
2911,-1564499.8,-242999.72,-1228.0358881710924
2921,-1559499.8,-242999.72,-1028.0093638256185
2931,-1554499.8,-242999.72,-1145.252232562775
2941,-1549499.8,-242999.72,-838.4552347838348
2951,-1544499.8,-242999.72,-1129.8010348766145
2961,-1539499.8,-242999.72,-816.3925593204701
2971,-1534499.8,-242999.72,-899.4230043105559
2981,-1529499.8,-242999.72,-709.2908275140852
2991,-1524499.8,-242999.72,-561.2155216996639
3000,-1619999.8,-242499.72,252.2624889452394
3010,-1614999.8,-242499.72,-7.721235687709687
3020,-1609999.8,-242499.72,-451.1021101593274
3030,-1604999.8,-242499.72,-388.112536354034
3040,-1599999.8,-242499.72,-320.2738818338254
3050,-1594999.8,-242499.72,-729.9455597514549
3060,-1589999.8,-242499.72,-965.6382749292062
3070,-1584999.8,-242499.72,-1268.7777056145078
3080,-1579999.8,-242499.72,-1316.616184961296
3090,-1574999.8,-242499.72,-1247.3625513252157
3100,-1569999.8,-242499.72,-1175.0944823893462
3110,-1564999.8,-242499.72,-1167.3877424774655
3120,-1559999.8,-242499.72,-1210.2823208652596
3130,-1554999.8,-242499.72,-997.8200164306836
3140,-1549999.8,-242499.72,-823.3779629205317
3150,-1544999.8,-242499.72,-1091.0720309712494
3160,-1539999.8,-242499.72,-813.4778223248085
3170,-1534999.8,-242499.72,-813.2767977719201
3180,-1529999.8,-242499.72,-779.2927305426239
3190,-1524999.8,-242499.72,-699.4410998281957
3209,-1615499.8,-241999.72,61.578566485330114
3219,-1610499.8,-241999.72,-382.0145905602469
3229,-1605499.8,-241999.72,-355.91321712613944
3239,-1600499.8,-241999.72,-565.7393316786912
3249,-1595499.8,-241999.72,-864.7882049239755
3259,-1590499.8,-241999.72,-942.3505186776222
3269,-1585499.8,-241999.72,-1116.959988418049
3279,-1580499.8,-241999.72,-1349.1530989459468
3289,-1575499.8,-241999.72,-1126.3194723156423
3299,-1570499.8,-241999.72,-1067.1200003712183
3309,-1565499.8,-241999.72,-1118.76054652209
3319,-1560499.8,-241999.72,-1204.9259583252967
3329,-1555499.8,-241999.72,-935.43575185485
3339,-1550499.8,-241999.72,-875.5242665273585
3349,-1545499.8,-241999.72,-1081.1231790143552
3359,-1540499.8,-241999.72,-907.1498569224408
3369,-1535499.8,-241999.72,-900.6955811185833
3379,-1530499.8,-241999.72,-891.9875487400567
3389,-1525499.8,-241999.72,-686.8950236644739
3399,-1520499.8,-241999.72,-844.1532968081216
3408,-1615999.8,-241499.72,249.55466887146457
3418,-1610999.8,-241499.72,-66.99067085672026
3428,-1605999.8,-241499.72,-432.32635047100257
3438,-1600999.8,-241499.72,-498.2486677483394
3448,-1595999.8,-241499.72,-802.9444403111753
3458,-1590999.8,-241499.72,-1008.6384688854135
3468,-1585999.8,-241499.72,-997.1720557003104
3478,-1580999.8,-241499.72,-1329.779416594302
3488,-1575999.8,-241499.72,-1064.6147611215044
3498,-1570999.8,-241499.72,-1206.7018600210629
3508,-1565999.8,-241499.72,-1237.8032141991514
3518,-1560999.8,-241499.72,-1203.9504622921213
3528,-1555999.8,-241499.72,-915.1900952680696
3538,-1550999.8,-241499.72,-883.4393836529428
3548,-1545999.8,-241499.72,-1076.8854988757705
3558,-1540999.8,-241499.72,-880.6716580423295
3568,-1535999.8,-241499.72,-997.8338164590596
3578,-1530999.8,-241499.72,-733.1863777524447
3588,-1525999.8,-241499.72,-803.0648256653287
3598,-1520999.8,-241499.72,-724.6833870162851
3607,-1616499.8,-240999.72,211.11950164187468
3617,-1611499.8,-240999.72,-134.21275876422075
3627,-1606499.8,-240999.72,-443.0140718595832
3637,-1601499.8,-240999.72,-505.8947518675233
3647,-1596499.8,-240999.72,-624.4705485149699
3657,-1591499.8,-240999.72,-851.3250333607521
3667,-1586499.8,-240999.72,-991.2253483611784
3677,-1581499.8,-240999.72,-1283.0379549946422
3687,-1576499.8,-240999.72,-1080.7869504874188
3697,-1571499.8,-240999.72,-1205.3616634382329
3707,-1566499.8,-240999.72,-1232.1658953365422
3717,-1561499.8,-240999.72,-1280.9555723876283
3727,-1556499.8,-240999.72,-860.3424823049739
3737,-1551499.8,-240999.72,-709.1291857305288
3747,-1546499.8,-240999.72,-1043.426392407706
3757,-1541499.8,-240999.72,-815.4944679361778
3767,-1536499.8,-240999.72,-825.472793836054
3777,-1531499.8,-240999.72,-973.3448488881604
3787,-1526499.8,-240999.72,-787.1429935980498
3797,-1521499.8,-240999.72,-856.0957708609536
3806,-1616999.8,-240499.72,239.70406945681043
3816,-1611999.8,-240499.72,-269.01260239608195
3826,-1606999.8,-240499.72,-392.3305878734541
3836,-1601999.8,-240499.72,-619.9014376321716
3846,-1596999.8,-240499.72,-425.6838737008479
3856,-1591999.8,-240499.72,-835.2571685934835
3866,-1586999.8,-240499.72,-1049.9604604059143
3876,-1581999.8,-240499.72,-1207.4971731889796
3886,-1576999.8,-240499.72,-1100.9487264085085
3896,-1571999.8,-240499.72,-1204.0861973076408
3906,-1566999.8,-240499.72,-1234.4837547990471
3916,-1561999.8,-240499.72,-1268.6009811424085
3926,-1556999.8,-240499.72,-845.5503503873153
3936,-1551999.8,-240499.72,-669.3198181669516
3946,-1546999.8,-240499.72,-965.4136658952172
3956,-1541999.8,-240499.72,-927.0736527323344
3966,-1536999.8,-240499.72,-825.9380583363455
3976,-1531999.8,-240499.72,-1145.0700001851983
3986,-1526999.8,-240499.72,-830.709564566224
3996,-1521999.8,-240499.72,-900.1546872542234
4005,-1617499.8,-239999.72,352.6864738360135
4015,-1612499.8,-239999.72,-383.9944926944041
4025,-1607499.8,-239999.72,-420.49510142214274
4035,-1602499.8,-239999.72,-583.6242864435577
4045,-1597499.8,-239999.72,-664.2563737024291
4055,-1592499.8,-239999.72,-778.0663775976491
4065,-1587499.8,-239999.72,-959.851601015248
4075,-1582499.8,-239999.72,-1194.879033057475
4085,-1577499.8,-239999.72,-1127.8829828870616
4095,-1572499.8,-239999.72,-1233.8131720688723
4105,-1567499.8,-239999.72,-1257.8148373784898
4115,-1562499.8,-239999.72,-1213.353377973218
4125,-1557499.8,-239999.72,-1162.478082872182
4135,-1552499.8,-239999.72,-807.370869258652
4145,-1547499.8,-239999.72,-938.009670372692
4155,-1542499.8,-239999.72,-848.6025508302823
4165,-1537499.8,-239999.72,-867.913521335977
4175,-1532499.8,-239999.72,-1164.7654594102228
4185,-1527499.8,-239999.72,-758.5462416348645
4195,-1522499.8,-239999.72,-799.9456057756718
4204,-1617999.8,-239499.72,253.6101449815692
4214,-1612999.8,-239499.72,-97.3165884084196
4224,-1607999.8,-239499.72,-268.3963528715762
4234,-1602999.8,-239499.72,-549.6571489669519
4244,-1597999.8,-239499.72,-721.9190204019144
4254,-1592999.8,-239499.72,-842.1705189974282
4264,-1587999.8,-239499.72,-806.6563399650689
4274,-1582999.8,-239499.72,-1187.867968148605
4284,-1577999.8,-239499.72,-1219.6279207833984
4294,-1572999.8,-239499.72,-1270.2134688937433
4304,-1567999.8,-239499.72,-1250.8000409434944
4314,-1562999.8,-239499.72,-1199.7149275474717
4324,-1557999.8,-239499.72,-1179.0666425543088
4334,-1552999.8,-239499.72,-766.2633066741165
4344,-1547999.8,-239499.72,-977.527266289962
4354,-1542999.8,-239499.72,-1011.091724419686
4364,-1537999.8,-239499.72,-910.057281410316
4374,-1532999.8,-239499.72,-1106.4356959887043
4384,-1527999.8,-239499.72,-890.524107662495
4394,-1522999.8,-239499.72,-731.0750670971793
4403,-1618499.8,-238999.72,362.9602181796035
4413,-1613499.8,-238999.72,-20.739965813797248
4423,-1608499.8,-238999.72,-69.54998568141554
4433,-1603499.8,-238999.72,-400.14242399549295
4443,-1598499.8,-238999.72,-821.9740668264081
4453,-1593499.8,-238999.72,-852.5600289367578
4463,-1588499.8,-238999.72,-961.283432856364
4473,-1583499.8,-238999.72,-1223.6553736237108
4483,-1578499.8,-238999.72,-1238.8550577089495
4493,-1573499.8,-238999.72,-1200.0957818661357
4503,-1568499.8,-238999.72,-1217.7797007284216
4513,-1563499.8,-238999.72,-1142.5922137906834
4523,-1558499.8,-238999.72,-1132.2499945926477
4533,-1553499.8,-238999.72,-669.636338001061
4543,-1548499.8,-238999.72,-890.5249831267514
4553,-1543499.8,-238999.72,-979.9005198375122
4563,-1538499.8,-238999.72,-977.6339204483132
4573,-1533499.8,-238999.72,-972.9424290658346
4583,-1528499.8,-238999.72,-874.4430393669033
4593,-1523499.8,-238999.72,-735.5505325873798
4602,-1618999.8,-238499.72,366.5360891742971
4612,-1613999.8,-238499.72,-19.59479028234159
4622,-1608999.8,-238499.72,-211.4143597674901
4632,-1603999.8,-238499.72,-481.49852185767566
4642,-1598999.8,-238499.72,-788.6376199425739
4652,-1593999.8,-238499.72,-861.9622568196595
4662,-1588999.8,-238499.72,-797.2200557074957
4672,-1583999.8,-238499.72,-1220.6104570126463
4682,-1578999.8,-238499.72,-1183.7591875076753
4692,-1573999.8,-238499.72,-1117.2777545908216
4702,-1568999.8,-238499.72,-1260.530880701472
4712,-1563999.8,-238499.72,-1141.566660537913
4722,-1558999.8,-238499.72,-1184.7993705506203
4732,-1553999.8,-238499.72,-828.154158451833
4742,-1548999.8,-238499.72,-737.9210389331038
4752,-1543999.8,-238499.72,-1015.5571244880344
4762,-1538999.8,-238499.72,-954.83102968483
4772,-1533999.8,-238499.72,-851.0761272487529
4782,-1528999.8,-238499.72,-732.7320902602773
4792,-1523999.8,-238499.72,-717.934881452182
4801,-1619499.8,-237999.72,345.3042317512143
4811,-1614499.8,-237999.72,-216.89680765132192
4821,-1609499.8,-237999.72,-158.2373294692399
4831,-1604499.8,-237999.72,-460.6321429092249
4841,-1599499.8,-237999.72,-782.0822225482864
4851,-1594499.8,-237999.72,-903.2019955009072
4861,-1589499.8,-237999.72,-840.6012100883906
4871,-1584499.8,-237999.72,-1168.230972548877
4881,-1579499.8,-237999.72,-1264.732830864999
4891,-1574499.8,-237999.72,-1214.0484156227471
4901,-1569499.8,-237999.72,-1299.9502240691936
4911,-1564499.8,-237999.72,-1256.9041575485262
4921,-1559499.8,-237999.72,-1236.106457816122
4931,-1554499.8,-237999.72,-816.1438117981047
4941,-1549499.8,-237999.72,-824.0236127618331
4951,-1544499.8,-237999.72,-949.4788097776787
4961,-1539499.8,-237999.72,-1024.0285629383156
4971,-1534499.8,-237999.72,-985.4597196223198
4981,-1529499.8,-237999.72,-878.4472099898749
4991,-1524499.8,-237999.72,-842.9885479531754
5000,-1619999.8,-237499.72,387.6975867683522
5010,-1614999.8,-237499.72,-245.96153556354315
5020,-1609999.8,-237499.72,22.78384186555257
5030,-1604999.8,-237499.72,-452.9762226430721
5040,-1599999.8,-237499.72,-769.1618830958662
5050,-1594999.8,-237499.72,-829.4692183652514
5060,-1589999.8,-237499.72,-1068.409941288478
5070,-1584999.8,-237499.72,-1137.0857229825742
5080,-1579999.8,-237499.72,-1282.9259005939805
5090,-1574999.8,-237499.72,-1290.9991150430528
5100,-1569999.8,-237499.72,-1264.0421188413084
5110,-1564999.8,-237499.72,-1220.016235176313
5120,-1559999.8,-237499.72,-1208.3814145044466
5130,-1554999.8,-237499.72,-756.9075368712931
5140,-1549999.8,-237499.72,-835.6079289616458
5150,-1544999.8,-237499.72,-822.8913024852458
5160,-1539999.8,-237499.72,-992.3832041945846
5170,-1534999.8,-237499.72,-955.5818770172212
5180,-1529999.8,-237499.72,-1052.0669529537045
5190,-1524999.8,-237499.72,-646.4896870392397
5209,-1615499.8,-236999.72,0.902535461251234
5219,-1610499.8,-236999.72,-197.9861747394729
5229,-1605499.8,-236999.72,-349.4210808804487
5239,-1600499.8,-236999.72,-527.0257482764066
5249,-1595499.8,-236999.72,-732.0883803031197
5259,-1590499.8,-236999.72,-865.5128853060959
5269,-1585499.8,-236999.72,-1142.4018562511108
5279,-1580499.8,-236999.72,-1100.9723625883346
5289,-1575499.8,-236999.72,-1360.5301381233537
5299,-1570499.8,-236999.72,-1199.509561897671
5309,-1565499.8,-236999.72,-1258.5970371807482
5319,-1560499.8,-236999.72,-1189.4872708602086
5329,-1555499.8,-236999.72,-1110.7552378689077
5339,-1550499.8,-236999.72,-737.6272481054715
5349,-1545499.8,-236999.72,-823.7596163123817
5359,-1540499.8,-236999.72,-869.8675272820101
5369,-1535499.8,-236999.72,-954.0291015680637
5379,-1530499.8,-236999.72,-931.3870214378776
5389,-1525499.8,-236999.72,-677.0184933592702
5399,-1520499.8,-236999.72,-537.0785803564472
5408,-1615999.8,-236499.72,-307.1345842243433
5418,-1610999.8,-236499.72,-222.8156603658571
5428,-1605999.8,-236499.72,-217.72412350388896
5438,-1600999.8,-236499.72,-503.4888835124
5448,-1595999.8,-236499.72,-853.2904666736933
5458,-1590999.8,-236499.72,-885.2062286715683
5468,-1585999.8,-236499.72,-1150.2563568138296
5478,-1580999.8,-236499.72,-1037.921015272195
5488,-1575999.8,-236499.72,-1320.8416942220174
5498,-1570999.8,-236499.72,-1229.7728398034433
5508,-1565999.8,-236499.72,-1251.503038038863
5518,-1560999.8,-236499.72,-1145.4684534363694
5528,-1555999.8,-236499.72,-982.9673901182967
5538,-1550999.8,-236499.72,-785.3087369262043
5548,-1545999.8,-236499.72,-917.1084922268192
5558,-1540999.8,-236499.72,-972.5911632007566
5568,-1535999.8,-236499.72,-952.9231326008464
5578,-1530999.8,-236499.72,-932.331701520016
5588,-1525999.8,-236499.72,-696.9142819530477
5598,-1520999.8,-236499.72,-490.5100367699974
5607,-1616499.8,-235999.72,-26.85043541762045
5617,-1611499.8,-235999.72,-136.82915755597034
5627,-1606499.8,-235999.72,-382.11910024031386
5637,-1601499.8,-235999.72,-468.6901542756184
5647,-1596499.8,-235999.72,-731.9439947457622
5657,-1591499.8,-235999.72,-693.2005780223943
5667,-1586499.8,-235999.72,-1140.7213108461633
5677,-1581499.8,-235999.72,-1033.1412417580973
5687,-1576499.8,-235999.72,-1214.2177291845212
5697,-1571499.8,-235999.72,-1252.5157846039413
5707,-1566499.8,-235999.72,-1239.328601611573
5717,-1561499.8,-235999.72,-1182.13256764448
5727,-1556499.8,-235999.72,-942.50711962319
5737,-1551499.8,-235999.72,-771.6603068075975
5747,-1546499.8,-235999.72,-928.2194725172194
5757,-1541499.8,-235999.72,-947.9415107254418
5767,-1536499.8,-235999.72,-942.0235185389876
