,x,y,bedrock_altitude (m)
1088,-1575999.8,-247499.72,-1292.0719029484349
1089,-1575499.8,-247499.72,-1279.3070056176125
1090,-1574999.8,-247499.72,-1248.2142351504335
1091,-1574499.8,-247499.72,-1230.958866295461
1092,-1573999.8,-247499.72,-1186.70666399996
1093,-1573499.8,-247499.72,-1135.6666229508892
1094,-1572999.8,-247499.72,-1109.6232947221672
1095,-1572499.8,-247499.72,-1130.4450770047504
1096,-1571999.8,-247499.72,-1184.3529003483625
1097,-1571499.8,-247499.72,-1147.90002817327
1098,-1570999.8,-247499.72,-1157.696396857178
1099,-1570499.8,-247499.72,-1160.6117049048644
1100,-1569999.8,-247499.72,-1199.627991701205
1101,-1569499.8,-247499.72,-1182.513808867638
1102,-1568999.8,-247499.72,-1089.2419586778396
1103,-1568499.8,-247499.72,-1105.2131266976264
1104,-1567999.8,-247499.72,-1147.3928277177058
1105,-1567499.8,-247499.72,-1145.159864387597
1106,-1566999.8,-247499.72,-1060.6052267263922
1107,-1566499.8,-247499.72,-947.0465401202204
1108,-1565999.8,-247499.72,-911.8700159307588
1109,-1565499.8,-247499.72,-867.6132387951785
1110,-1564999.8,-247499.72,-981.5068337992368
1111,-1564499.8,-247499.72,-909.0745640740812
1112,-1563999.8,-247499.72,-781.0870813722811
1113,-1563499.8,-247499.72,-451.8745056144784
1114,-1562999.8,-247499.72,-611.8960199197555
1115,-1562499.8,-247499.72,-618.9737704305875
1116,-1561999.8,-247499.72,-564.1424940057848
1117,-1561499.8,-247499.72,-522.3990242783184
1118,-1560999.8,-247499.72,-419.4532840337295
1119,-1560499.8,-247499.72,-279.5493053921891
1120,-1559999.8,-247499.72,-530.6424850858637
1121,-1559499.8,-247499.72,-450.983062118913
1122,-1558999.8,-247499.72,-420.90497298921366
1123,-1558499.8,-247499.72,-330.19603058929886
1124,-1557999.8,-247499.72,-127.55454014223837
1125,-1557499.8,-247499.72,-352.9266301742485
1126,-1556999.8,-247499.72,-426.9824960824861
1127,-1556499.8,-247499.72,-562.7618417118996
1128,-1555999.8,-247499.72,-682.5548619221695
1129,-1555499.8,-247499.72,-761.3472449933608
1130,-1554999.8,-247499.72,-795.3671460147978
1131,-1554499.8,-247499.72,-797.8417164450132
1132,-1553999.8,-247499.72,-811.3688522760762
1133,-1553499.8,-247499.72,-819.4683415779631
1134,-1552999.8,-247499.72,-848.0175129905796
1135,-1552499.8,-247499.72,-1054.9555821979318
1136,-1551999.8,-247499.72,-978.6075208654344
1137,-1551499.8,-247499.72,-966.4766532525092
1138,-1550999.8,-247499.72,-1027.1734768576614
1139,-1550499.8,-247499.72,-1041.494657285098
1140,-1549999.8,-247499.72,-972.4238304830488
1141,-1549499.8,-247499.72,-1025.8688494411444
1142,-1548999.8,-247499.72,-998.1449605968484
1143,-1548499.8,-247499.72,-973.9223162880384
1144,-1547999.8,-247499.72,-854.0499770049868
1145,-1547499.8,-247499.72,-845.1250160709318
1146,-1546999.8,-247499.72,-851.5524541052831
1147,-1546499.8,-247499.72,-826.6749311282946
1148,-1545999.8,-247499.72,-810.5595598459445
1149,-1545499.8,-247499.72,-823.2623388586296
1150,-1544999.8,-247499.72,-861.6185902588713
1151,-1544499.8,-247499.72,-919.7214120801992
1152,-1543999.8,-247499.72,-1001.2522454853386
1153,-1543499.8,-247499.72,-1002.2499561124758
1154,-1542999.8,-247499.72,-987.599718814433
1155,-1542499.8,-247499.72,-971.693722094066
1156,-1541999.8,-247499.72,-965.7128778414848
1157,-1541499.8,-247499.72,-947.6092571081176
1158,-1540999.8,-247499.72,-950.5774657927574
1159,-1540499.8,-247499.72,-978.2264406203792
1160,-1539999.8,-247499.72,-1010.8154747187708
1161,-1539499.8,-247499.72,-988.7783837307846
1162,-1538999.8,-247499.72,-986.5132482155504
1163,-1538499.8,-247499.72,-983.312616995234
1164,-1537999.8,-247499.72,-985.1429423195412
1165,-1537499.8,-247499.72,-981.14750959709
1166,-1536999.8,-247499.72,-961.9732422067348
1167,-1536499.8,-247499.72,-939.0793174147688
1168,-1535999.8,-247499.72,-943.7416421686906
1169,-1535499.8,-247499.72,-930.870935377742
1170,-1534999.8,-247499.72,-838.3200049805979
1171,-1534499.8,-247499.72,-767.2428830450436
1172,-1533999.8,-247499.72,-770.1350355272688
1173,-1533499.8,-247499.72,-849.9133103843518
1174,-1532999.8,-247499.72,-832.3437410771354
1175,-1532499.8,-247499.72,-812.7060585442932
1176,-1531999.8,-247499.72,-797.5613914364293
1177,-1531499.8,-247499.72,-786.4210205355683
1178,-1530999.8,-247499.72,-731.5230627266077
1179,-1530499.8,-247499.72,-747.1895355704279
1180,-1529999.8,-247499.72,-824.0414504746235
1181,-1529499.8,-247499.72,-814.6128137781167
1182,-1528999.8,-247499.72,-779.9933976933736
1183,-1528499.8,-247499.72,-722.4985926535921
1184,-1527999.8,-247499.72,-744.3881927614416
1185,-1527499.8,-247499.72,-795.157907608753
1186,-1526999.8,-247499.72,-685.5899967120631
1187,-1526499.8,-247499.72,-699.4733400236595
1188,-1525999.8,-247499.72,-708.9062874851351
1189,-1525499.8,-247499.72,-747.5592006713009
1190,-1524999.8,-247499.72,-647.4856956633873
1191,-1524499.8,-247499.72,-671.5599874272842
1192,-1523999.8,-247499.72,-669.9500010853577
1193,-1523499.8,-247499.72,-653.6272891328523
1194,-1522999.8,-247499.72,-580.7873481087637
1195,-1522499.8,-247499.72,-598.9385197276519
1196,-1521999.8,-247499.72,-636.4432755829788
1197,-1521499.8,-247499.72,-447.5821751766327
1198,-1520999.8,-247499.72,-518.7452543073848
1199,-1520499.8,-247499.72,-513.9642808497898
5000,-1619999.8,-237499.72,371.6646575113104
5001,-1619499.8,-237499.72,365.1057105288804
5002,-1618999.8,-237499.72,128.06730494471617
5003,-1618499.8,-237499.72,212.57793579035683
5004,-1617999.8,-237499.72,220.56381366260837
5005,-1617499.8,-237499.72,60.12225302743777
5006,-1616999.8,-237499.72,1.9044619191267025
5007,-1616499.8,-237499.72,-21.43570862030363
5008,-1615999.8,-237499.72,-134.30302665304856
5009,-1615499.8,-237499.72,-403.01769271194286
5010,-1614999.8,-237499.72,-245.96153556354315
5011,-1614499.8,-237499.72,-288.3792946998406
5012,-1613999.8,-237499.72,-290.5524048145898
5013,-1613499.8,-237499.72,-146.95243310873806
5014,-1612999.8,-237499.72,-434.6072375969424
5015,-1612499.8,-237499.72,-404.0085086910773
5016,-1611999.8,-237499.72,-169.14639110581135
5017,-1611499.8,-237499.72,-318.8092743370395
5018,-1610999.8,-237499.72,-382.9789616520224
5019,-1610499.8,-237499.72,-301.36802459767114
5020,-1609999.8,-237499.72,-100.65245083338236
5021,-1609499.8,-237499.72,-302.71874928395727
5022,-1608999.8,-237499.72,-110.97442780274974
5023,-1608499.8,-237499.72,-249.71631748849904
5024,-1607999.8,-237499.72,-300.25319716079485
5025,-1607499.8,-237499.72,-289.17365405806225
5026,-1606999.8,-237499.72,-311.0171265082436
5027,-1606499.8,-237499.72,-347.88364109336817
5028,-1605999.8,-237499.72,-364.0704052767001
5029,-1605499.8,-237499.72,-404.80451296514974
5030,-1604999.8,-237499.72,-452.9762226430721
5031,-1604499.8,-237499.72,-455.30001630454746
5032,-1603999.8,-237499.72,-288.02701136180417
5033,-1603499.8,-237499.72,-361.76521228682185
5034,-1602999.8,-237499.72,-549.4549404608393
5035,-1602499.8,-237499.72,-521.293005973131
5036,-1601999.8,-237499.72,-522.9966935339155
5037,-1601499.8,-237499.72,-508.136627362764
5038,-1600999.8,-237499.72,-514.5663736554907
5039,-1600499.8,-237499.72,-612.0526742590932
5040,-1599999.8,-237499.72,-603.6291461338383
5041,-1599499.8,-237499.72,-567.6015213482272
5042,-1598999.8,-237499.72,-647.0946129995901
5043,-1598499.8,-237499.72,-651.4554785808248
5044,-1597999.8,-237499.72,-739.8452034653625
5045,-1597499.8,-237499.72,-831.3470620594965
5046,-1596999.8,-237499.72,-876.5717331709885
5047,-1596499.8,-237499.72,-714.179556708082
5048,-1595999.8,-237499.72,-795.9885979009633
5049,-1595499.8,-237499.72,-720.3043858636839
5050,-1594999.8,-237499.72,-771.8229807962938
5051,-1594499.8,-237499.72,-819.5766910416417
5052,-1593999.8,-237499.72,-904.999432949131
5053,-1593499.8,-237499.72,-905.2931700401508
5054,-1592999.8,-237499.72,-842.9421127682133
5055,-1592499.8,-237499.72,-686.3260998974423
5056,-1591999.8,-237499.72,-746.3763731065591
5057,-1591499.8,-237499.72,-893.4099439491587
5058,-1590999.8,-237499.72,-794.743677505254
5059,-1590499.8,-237499.72,-799.8478826666319
5060,-1589999.8,-237499.72,-844.2417172967107
5061,-1589499.8,-237499.72,-998.4295113466718
5062,-1588999.8,-237499.72,-920.7947362660644
5063,-1588499.8,-237499.72,-815.8404802037431
5064,-1587999.8,-237499.72,-835.0712914288778
5065,-1587499.8,-237499.72,-1084.3008171076144
5066,-1586999.8,-237499.72,-1086.5337545739123
5067,-1586499.8,-237499.72,-1131.24609293361
5068,-1585999.8,-237499.72,-1147.423062187776
5069,-1585499.8,-237499.72,-995.9115765376966
5070,-1584999.8,-237499.72,-977.386200418314
5071,-1584499.8,-237499.72,-1038.4673281116534
5072,-1583999.8,-237499.72,-1067.1751095611771
5073,-1583499.8,-237499.72,-1077.1174701869545
5074,-1582999.8,-237499.72,-1036.513605005838
5075,-1582499.8,-237499.72,-995.0525013686524
5076,-1581999.8,-237499.72,-1051.7391150876606
5077,-1581499.8,-237499.72,-1105.671751580904
5078,-1580999.8,-237499.72,-1110.961066620569
5079,-1580499.8,-237499.72,-1207.9515077517017
5080,-1579999.8,-237499.72,-1282.9259005939805
5081,-1579499.8,-237499.72,-1266.930136405742
5082,-1578999.8,-237499.72,-1270.8971854406418
5083,-1578499.8,-237499.72,-1214.2511747904532
5084,-1577999.8,-237499.72,-1243.3983406473592
5085,-1577499.8,-237499.72,-1210.4174494673834
5086,-1576999.8,-237499.72,-1264.8161335411965
5087,-1576499.8,-237499.72,-1308.6259762137206
5088,-1575999.8,-237499.72,-1336.9029576133316
5089,-1575499.8,-237499.72,-1372.2840471011189
5090,-1574999.8,-237499.72,-1364.2703067226676
5091,-1574499.8,-237499.72,-1205.9899976753538
5092,-1573999.8,-237499.72,-1165.3748932872536
5093,-1573499.8,-237499.72,-1191.1423605012228
5094,-1572999.8,-237499.72,-1200.5833791325974
5095,-1572499.8,-237499.72,-1275.2312045624333
5096,-1571999.8,-237499.72,-1278.033325219393
5097,-1571499.8,-237499.72,-1251.1374691154256
5098,-1570999.8,-237499.72,-1243.217651023091
5099,-1570499.8,-237499.72,-1241.4882848157404
5100,-1569999.8,-237499.72,-1264.0421188413084
5101,-1569499.8,-237499.72,-1300.3874471744286
5102,-1568999.8,-237499.72,-1295.2479652379534
5103,-1568499.8,-237499.72,-1278.9124769646469
5104,-1567999.8,-237499.72,-1255.547636487435
5105,-1567499.8,-237499.72,-1298.3004753311204
5106,-1566999.8,-237499.72,-1272.9215951651197
5107,-1566499.8,-237499.72,-1212.2066745905188
5108,-1565999.8,-237499.72,-1220.7625779406335
5109,-1565499.8,-237499.72,-1216.6031525038093
5110,-1564999.8,-237499.72,-1220.016235176313
5111,-1564499.8,-237499.72,-1240.43377976059
5112,-1563999.8,-237499.72,-1157.5090344875598
5113,-1563499.8,-237499.72,-1185.428488871507
5114,-1562999.8,-237499.72,-1046.1692367031274
5115,-1562499.8,-237499.72,-1139.2399347705443
5116,-1561999.8,-237499.72,-1178.7903366561377
5117,-1561499.8,-237499.72,-1241.875240792598
5118,-1560999.8,-237499.72,-1300.6556842320451
5119,-1560499.8,-237499.72,-1257.0516787380675
5120,-1559999.8,-237499.72,-1247.5293459663508
5121,-1559499.8,-237499.72,-1191.2043157688283
5122,-1558999.8,-237499.72,-1115.0392767003514
5123,-1558499.8,-237499.72,-1098.153852279577
5124,-1557999.8,-237499.72,-873.498868304071
5125,-1557499.8,-237499.72,-671.1228382802615
5126,-1556999.8,-237499.72,-728.2996460796385
5127,-1556499.8,-237499.72,-780.1231806883817
5128,-1555999.8,-237499.72,-895.0525355450006
5129,-1555499.8,-237499.72,-851.3655500974885
5130,-1554999.8,-237499.72,-846.3071083803945
5131,-1554499.8,-237499.72,-863.1373165908021
5132,-1553999.8,-237499.72,-764.000781858811
5133,-1553499.8,-237499.72,-789.9289933845677
5134,-1552999.8,-237499.72,-872.7179621477935
5135,-1552499.8,-237499.72,-677.7286430173223
5136,-1551999.8,-237499.72,-631.5185445393693
5137,-1551499.8,-237499.72,-644.6167406792629
5138,-1550999.8,-237499.72,-682.5031137495131
5139,-1550499.8,-237499.72,-725.8125030620711
5140,-1549999.8,-237499.72,-720.9021689205487
5141,-1549499.8,-237499.72,-732.1434507256603
5142,-1548999.8,-237499.72,-671.5245090815544
5143,-1548499.8,-237499.72,-881.2803678418627
5144,-1547999.8,-237499.72,-995.3373881549318
5145,-1547499.8,-237499.72,-940.9651773389264
5146,-1546999.8,-237499.72,-875.529600325942
5147,-1546499.8,-237499.72,-740.366025427194
5148,-1545999.8,-237499.72,-822.3003922060768
5149,-1545499.8,-237499.72,-822.9162060587873
5150,-1544999.8,-237499.72,-822.8913024852458
5151,-1544499.8,-237499.72,-864.027035453565
5152,-1543999.8,-237499.72,-984.2544562836254
5153,-1543499.8,-237499.72,-1002.0403213859756
5154,-1542999.8,-237499.72,-985.403196778518
5155,-1542499.8,-237499.72,-1044.99396453996
5156,-1541999.8,-237499.72,-971.581923865236
5157,-1541499.8,-237499.72,-904.176238387434
5158,-1540999.8,-237499.72,-916.4286413480592
5159,-1540499.8,-237499.72,-861.0578032396226
5160,-1539999.8,-237499.72,-940.7006809070924
5161,-1539499.8,-237499.72,-1122.970058919016
5162,-1538999.8,-237499.72,-991.4828598068184
5163,-1538499.8,-237499.72,-869.9609935533756
5164,-1537999.8,-237499.72,-855.4050481852663
5165,-1537499.8,-237499.72,-856.5324929716614
5166,-1536999.8,-237499.72,-942.7214450012294
5167,-1536499.8,-237499.72,-931.3614898614828
5168,-1535999.8,-237499.72,-949.31251375914
5169,-1535499.8,-237499.72,-977.4545364514082
5170,-1534999.8,-237499.72,-955.5818770172212
5171,-1534499.8,-237499.72,-941.9616932001632
5172,-1533999.8,-237499.72,-889.3684345168213
5173,-1533499.8,-237499.72,-882.9764530183307
5174,-1532999.8,-237499.72,-890.2470939403659
5175,-1532499.8,-237499.72,-934.9999765801298
5176,-1531999.8,-237499.72,-967.7066771351516
5177,-1531499.8,-237499.72,-968.4428533253372
5178,-1530999.8,-237499.72,-780.6094452015917
5179,-1530499.8,-237499.72,-762.8846575355343
5180,-1529999.8,-237499.72,-847.7762182271828
5181,-1529499.8,-237499.72,-926.6989382030338
5182,-1528999.8,-237499.72,-1078.6285442983694
5183,-1528499.8,-237499.72,-954.1376577406604
5184,-1527999.8,-237499.72,-928.1731327920872
5185,-1527499.8,-237499.72,-911.0076202228314
5186,-1526999.8,-237499.72,-866.7714883259015
5187,-1526499.8,-237499.72,-801.0087083650193
5188,-1525999.8,-237499.72,-723.3852516897201
5189,-1525499.8,-237499.72,-656.1528281253045
5190,-1524999.8,-237499.72,-646.4896870392397
5191,-1524499.8,-237499.72,-790.2651650648934
5192,-1523999.8,-237499.72,-842.3827479524139
5193,-1523499.8,-237499.72,-843.8323290396343
5194,-1522999.8,-237499.72,-684.2691006885428
5195,-1522499.8,-237499.72,-677.9571337587404
5196,-1521999.8,-237499.72,-645.2825752848325
5197,-1521499.8,-237499.72,-739.4981201163175
5198,-1520999.8,-237499.72,-620.237980447192
5199,-1520499.8,-237499.72,-612.45033438862
9000,-1619999.8,-227499.72,45.49413125404188
9001,-1619499.8,-227499.72,45.08472361987793
9002,-1618999.8,-227499.72,77.48972428898531
9003,-1618499.8,-227499.72,58.86639823100949
9004,-1617999.8,-227499.72,68.16381997758288
9005,-1617499.8,-227499.72,55.92147788990408
9006,-1616999.8,-227499.72,61.02610143443171
9007,-1616499.8,-227499.72,98.6645990129962
9008,-1615999.8,-227499.72,39.064805128075946
9009,-1615499.8,-227499.72,-84.95906539986738
9010,-1614999.8,-227499.72,88.20824225722043
9011,-1614499.8,-227499.72,123.1897479196058
9012,-1613999.8,-227499.72,-66.19409925848181
9013,-1613499.8,-227499.72,-135.1350342435134
9014,-1612999.8,-227499.72,-15.88797725804339
9015,-1612499.8,-227499.72,-253.07269673373364
9016,-1611999.8,-227499.72,-131.73913072532582
9017,-1611499.8,-227499.72,-92.85710426414347
9018,-1610999.8,-227499.72,-266.8401191658615
9019,-1610499.8,-227499.72,-54.85504085804409
9020,-1609999.8,-227499.72,22.87182354988069
9021,-1609499.8,-227499.72,-51.88001404599096
9022,-1608999.8,-227499.72,-64.05040391956534
9023,-1608499.8,-227499.72,-64.250198135675
9024,-1607999.8,-227499.72,-57.87189712005147
9025,-1607499.8,-227499.72,30.700550334756205
9026,-1606999.8,-227499.72,42.9973966479066
9027,-1606499.8,-227499.72,94.40815931742334
9028,-1605999.8,-227499.72,53.93789629825413
9029,-1605499.8,-227499.72,-8.506183158900555
9030,-1604999.8,-227499.72,92.64185064054288
9031,-1604499.8,-227499.72,-189.27983365240163
9032,-1603999.8,-227499.72,-13.18419049314847
9033,-1603499.8,-227499.72,-282.985471830872
9034,-1602999.8,-227499.72,-49.42499503890316
9035,-1602499.8,-227499.72,71.77892764558203
9036,-1601999.8,-227499.72,-7.0648157961792455
9037,-1601499.8,-227499.72,26.73065260211577
9038,-1600999.8,-227499.72,-90.68026614485088
9039,-1600499.8,-227499.72,-352.32411529798617
9040,-1599999.8,-227499.72,-239.20999872278784
9041,-1599499.8,-227499.72,-313.1493350561988
9042,-1598999.8,-227499.72,-562.108594894109
9043,-1598499.8,-227499.72,-507.46145487159305
9044,-1597999.8,-227499.72,-369.0400675039271
9045,-1597499.8,-227499.72,-418.7361320568801
9046,-1596999.8,-227499.72,-411.8123711807879
9047,-1596499.8,-227499.72,-470.2626387327472
9048,-1595999.8,-227499.72,-467.8384876351312
9049,-1595499.8,-227499.72,-661.1972450942719
9050,-1594999.8,-227499.72,-770.3037506027565
9051,-1594499.8,-227499.72,-648.5440914444595
9052,-1593999.8,-227499.72,-671.0532557209665
9053,-1593499.8,-227499.72,-666.507937823078
9054,-1592999.8,-227499.72,-734.4276373124557
9055,-1592499.8,-227499.72,-861.3982588608282
9056,-1591999.8,-227499.72,-691.0397444415917
9057,-1591499.8,-227499.72,-842.1700997702773
9058,-1590999.8,-227499.72,-1018.6537254519662
9059,-1590499.8,-227499.72,-992.8372385755492
9060,-1589999.8,-227499.72,-1015.9645211081844
9061,-1589499.8,-227499.72,-958.6562887425272
9062,-1588999.8,-227499.72,-887.6436318945229
9063,-1588499.8,-227499.72,-942.1714182940618
9064,-1587999.8,-227499.72,-932.6989712638116
9065,-1587499.8,-227499.72,-1002.4041217034
9066,-1586999.8,-227499.72,-969.4815614750272
9067,-1586499.8,-227499.72,-923.654064094631
9068,-1585999.8,-227499.72,-867.1906366147823
9069,-1585499.8,-227499.72,-908.1728918741918
9070,-1584999.8,-227499.72,-940.8141325822868
9071,-1584499.8,-227499.72,-878.522547085291
9072,-1583999.8,-227499.72,-764.720809214324
9073,-1583499.8,-227499.72,-881.0432653919643
9074,-1582999.8,-227499.72,-1012.4244350041732
9075,-1582499.8,-227499.72,-991.159203435395
9076,-1581999.8,-227499.72,-970.951017816284
9077,-1581499.8,-227499.72,-920.1432256892784
9078,-1580999.8,-227499.72,-1022.2944363306548
9079,-1580499.8,-227499.72,-1014.0541931645917
9080,-1579999.8,-227499.72,-1005.2181360574272
9081,-1579499.8,-227499.72,-1122.8267656099636
9082,-1578999.8,-227499.72,-1034.9000385485772
9083,-1578499.8,-227499.72,-1069.4222339987673
9084,-1577999.8,-227499.72,-1117.472164461721
9085,-1577499.8,-227499.72,-1147.3382495189194
9086,-1576999.8,-227499.72,-1165.9421555759232
9087,-1576499.8,-227499.72,-1177.7631884011523
9088,-1575999.8,-227499.72,-1167.694948692318
9089,-1575499.8,-227499.72,-1167.435185467736
9090,-1574999.8,-227499.72,-1182.8371579638767
9091,-1574499.8,-227499.72,-1191.1588123139925
9092,-1573999.8,-227499.72,-1203.4437252077837
9093,-1573499.8,-227499.72,-1226.4637416928244
9094,-1572999.8,-227499.72,-1181.6500301688282
9095,-1572499.8,-227499.72,-1147.4428771248984
9096,-1571999.8,-227499.72,-1158.130735341232
9097,-1571499.8,-227499.72,-1161.5461409139157
9098,-1570999.8,-227499.72,-1107.7809933745812
9099,-1570499.8,-227499.72,-1133.9818180907798
9100,-1569999.8,-227499.72,-1167.7130122382098
9101,-1569499.8,-227499.72,-1156.3000510724694
9102,-1568999.8,-227499.72,-1100.434405897246
9103,-1568499.8,-227499.72,-1156.2553464045482
9104,-1567999.8,-227499.72,-1151.259409957519
9105,-1567499.8,-227499.72,-1156.1642814035663
9106,-1566999.8,-227499.72,-1223.450654239008
9107,-1566499.8,-227499.72,-1227.4635215374683
9108,-1565999.8,-227499.72,-1267.254512321591
9109,-1565499.8,-227499.72,-1252.72958796605
9110,-1564999.8,-227499.72,-1262.423823837031
9111,-1564499.8,-227499.72,-1220.4334762667702
9112,-1563999.8,-227499.72,-1252.531623735862
9113,-1563499.8,-227499.72,-1264.8564847651962
9114,-1562999.8,-227499.72,-1216.5167573520434
9115,-1562499.8,-227499.72,-1246.2074231513589
9116,-1561999.8,-227499.72,-1109.163479750131
9117,-1561499.8,-227499.72,-1156.5870501928728
9118,-1560999.8,-227499.72,-1238.0073730476597
9119,-1560499.8,-227499.72,-1151.4681502219469
9120,-1559999.8,-227499.72,-1101.690349518308
9121,-1559499.8,-227499.72,-1081.1489472227038
9122,-1558999.8,-227499.72,-1115.859833043559
9123,-1558499.8,-227499.72,-1100.0444178237742
9124,-1557999.8,-227499.72,-1164.3887245464848
9125,-1557499.8,-227499.72,-1077.0064685901154
9126,-1556999.8,-227499.72,-1126.3330953234445
9127,-1556499.8,-227499.72,-1112.4719394751685
9128,-1555999.8,-227499.72,-945.9463570257502
9129,-1555499.8,-227499.72,-868.6945327563229
9130,-1554999.8,-227499.72,-730.1115775353641
9131,-1554499.8,-227499.72,-650.0872007973994
9132,-1553999.8,-227499.72,-626.3714089105595
9133,-1553499.8,-227499.72,-559.7926238875762
9134,-1552999.8,-227499.72,-547.8304145605571
9135,-1552499.8,-227499.72,-644.4331468913305
9136,-1551999.8,-227499.72,-651.1854948805727
9137,-1551499.8,-227499.72,-555.551542837884
9138,-1550999.8,-227499.72,-632.9153750104832
9139,-1550499.8,-227499.72,-438.3472271148429
9140,-1549999.8,-227499.72,-547.0904954745537
9141,-1549499.8,-227499.72,-413.43931198172425
9142,-1548999.8,-227499.72,-279.3364022473996
9143,-1548499.8,-227499.72,-494.0514425694325
9144,-1547999.8,-227499.72,-600.0781831652781
9145,-1547499.8,-227499.72,-754.9003433336629
9146,-1546999.8,-227499.72,-726.5031461865898
9147,-1546499.8,-227499.72,-802.5235266488431
9148,-1545999.8,-227499.72,-837.4007661606996
9149,-1545499.8,-227499.72,-826.0365117223928
9150,-1544999.8,-227499.72,-744.6382703545828
9151,-1544499.8,-227499.72,-725.9224449277671
9152,-1543999.8,-227499.72,-713.060173270962
9153,-1543499.8,-227499.72,-539.158850318323
9154,-1542999.8,-227499.72,-605.6029818375102
9155,-1542499.8,-227499.72,-581.858642742547
